Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0381,A1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0382,B1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0383,C1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0384,D1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0385,E1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0386,F1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0387,G1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0388,H1,PCR,2,8,2,FatP6.1,Plate014,,,
RA0389,A2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0390,B2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0391,C2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0392,D2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0393,E2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0394,F2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0395,G2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0396,H2,PCR,2,8,2,FatP6.1,Plate014,,,
RA0397,A3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0398,B3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0399,C3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0400,D3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0401,E3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0402,F3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0403,G3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0404,H3,PCR,2,8,2,FatP6.1,Plate014,,,
RA0405,A4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0406,B4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0407,C4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0408,D4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0409,E4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0410,F4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0411,G4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0412,H4,PCR,2,8,2,FatP6.1,Plate014,,,
RA0413,A5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0414,B5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0415,C5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0416,D5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0417,E5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0418,F5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0419,G5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0420,H5,PCR,2,8,2,FatP6.1,Plate014,,,
RA0421,A6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0422,B6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0423,C6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0424,D6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0425,E6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0426,F6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0427,G6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0428,H6,PCR,2,8,2,FatP6.1,Plate014,,,
RA0429,A7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0430,B7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0431,C7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0432,D7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0433,E7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0434,F7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0435,G7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0436,H7,PCR,2,8,2,FatP6.1,Plate014,,,
RA0437,A8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0438,B8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0439,C8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0440,D8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0441,E8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0442,F8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0443,G8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0444,H8,PCR,2,8,2,FatP6.1,Plate014,,,
RA0445,A9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0446,B9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0447,C9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0448,D9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0449,E9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0450,F9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0451,G9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0452,H9,PCR,2,8,2,FatP6.1,Plate014,,,
RA0453,A10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0454,B10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0455,C10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0456,D10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0457,E10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0458,F10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0459,G10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0460,H10,PCR,2,8,2,FatP6.1,Plate014,,,
RA0461,A11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0462,B11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0463,C11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0464,D11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0465,E11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0466,F11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0467,G11,PCR,2,8,2,FatP6.1,Plate014,,,
RA0468,H11,PCR,2,8,2,FatP6.1,Plate014,,,
EMPTY FOR JANET,A12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0469,B12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0470,C12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0471,D12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0472,E12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0473,F12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0474,G12,PCR,2,8,2,FatP6.1,Plate014,,,
RA0475,H12,PCR,2,8,2,FatP6.1,Plate014,,,
