Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1046,A1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1047,B1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1048,C1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1049,D1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1050,E1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1051,F1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1052,G1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1053,H1,PCR,2,8,2,FatP6.1,Plate023,,,
RA1054,A2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1055,B2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1056,C2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1057,D2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1058,E2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1059,F2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1060,G2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1061,H2,PCR,2,8,2,FatP6.1,Plate023,,,
RA1062,A3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1063,B3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1064,C3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1065,D3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1066,E3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1067,F3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1068,G3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1069,H3,PCR,2,8,2,FatP6.1,Plate023,,,
RA1070,A4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1071,B4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1072,C4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1073,D4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1074,E4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1075,F4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1076,G4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1077,H4,PCR,2,8,2,FatP6.1,Plate023,,,
RA1078,A5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1079,B5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1080,C5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1081,D5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1082,E5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1083,F5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1084,G5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1085,H5,PCR,2,8,2,FatP6.1,Plate023,,,
RA1086,A6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1087,B6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1088,C6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1089,D6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1090,E6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1091,F6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1092,G6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1093,H6,PCR,2,8,2,FatP6.1,Plate023,,,
RA1094,A7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1095,B7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1096,C7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1097,D7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1098,E7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1099,F7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1100,G7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1101,H7,PCR,2,8,2,FatP6.1,Plate023,,,
RA1102,A8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1103,B8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1104,C8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1105,D8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1106,E8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1107,F8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1108,G8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1109,H8,PCR,2,8,2,FatP6.1,Plate023,,,
RA1110,A9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1111,B9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1112,C9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1113,D9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1114,E9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1115,F9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1116,G9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1117,H9,PCR,2,8,2,FatP6.1,Plate023,,,
RA1118,A10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1119,B10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1120,C10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1121,D10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1122,E10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1123,F10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1124,G10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1125,H10,PCR,2,8,2,FatP6.1,Plate023,,,
RA1126,A11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1127,B11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1128,C11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1129,D11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1130,E11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1131,F11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1132,G11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1133,H11,PCR,2,8,2,FatP6.1,Plate023,,,
RA1134,A12,PCR,2,8,2,FatP6.1,Plate023,,,
RA1135,B12,PCR,2,8,2,FatP6.1,Plate023,,,
RA1136,C12,PCR,2,8,2,FatP6.1,Plate023,,,
RA1137,D12,PCR,2,8,2,FatP6.1,Plate023,,,
RA1138,E12,PCR,2,8,2,FatP6.1,Plate023,,,
RA1139,F12,PCR,2,8,2,FatP6.1,Plate023,,,
RA1140,G12,PCR,2,8,2,FatP6.1,Plate023,Positive control H2,,
EMPTY FOR JANET,H12,PCR,2,8,2,FatP6.1,Plate023,Negative control,,
