Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0096,A1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0097,B1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0098,C1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0099,D1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0100,E1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0101,F1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0102,G1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0103,H1,PCR,2,8,2,FatP6.1,Plate017,,,
RA0104,A2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0105,B2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0106,C2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0107,D2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0108,E2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0109,F2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0110,G2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0111,H2,PCR,2,8,2,FatP6.1,Plate017,,,
RA0112,A3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0113,B3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0114,C3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0115,D3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0116,E3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0117,F3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0118,G3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0119,H3,PCR,2,8,2,FatP6.1,Plate017,,,
RA0120,A4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0121,B4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0122,C4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0123,D4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0124,E4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0125,F4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0126,G4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0127,H4,PCR,2,8,2,FatP6.1,Plate017,,,
RA0128,A5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0129,B5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0130,C5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0131,D5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0132,E5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0133,F5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0134,G5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0135,H5,PCR,2,8,2,FatP6.1,Plate017,,,
RA0136,A6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0137,B6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0138,C6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0139,D6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0140,E6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0141,F6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0142,G6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0143,H6,PCR,2,8,2,FatP6.1,Plate017,,,
RA0144,A7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0145,B7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0146,C7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0147,D7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0148,E7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0149,F7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0150,G7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0151,H7,PCR,2,8,2,FatP6.1,Plate017,,,
RA0152,A8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0153,B8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0154,C8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0155,D8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0156,E8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0157,F8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0158,G8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0159,H8,PCR,2,8,2,FatP6.1,Plate017,,,
RA0160,A9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0161,B9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0162,C9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0163,D9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0164,E9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0165,F9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0166,G9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0167,H9,PCR,2,8,2,FatP6.1,Plate017,,,
RA0168,A10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0169,B10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0170,C10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0171,D10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0172,E10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0173,F10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0174,G10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0175,H10,PCR,2,8,2,FatP6.1,Plate017,,,
RA0176,A11,PCR,2,8,2,FatP6.1,Plate017,,,
RA0177,B11,PCR,2,8,2,FatP6.1,Plate017,,,
RA0178,C11,PCR,2,8,2,FatP6.1,Plate017,,,
RA0179,D11,PCR,2,8,2,FatP6.1,Plate017,,,
