Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2186,A1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2187,B1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2188,C1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2189,D1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2190,E1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2191,F1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2192,G1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2193,H1,PCR,2,8,2,FatP6.1,Plate035,,,
RA2194,A2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2195,B2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2196,C2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2197,D2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2198,E2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2199,F2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2200,G2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2201,H2,PCR,2,8,2,FatP6.1,Plate035,,,
RA2202,A3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2203,B3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2204,C3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2205,D3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2206,E3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2207,F3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2208,G3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2209,H3,PCR,2,8,2,FatP6.1,Plate035,,,
RA2210,A4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2211,B4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2212,C4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2213,D4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2214,E4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2215,F4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2216,G4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2217,H4,PCR,2,8,2,FatP6.1,Plate035,,,
RA2218,A5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2219,B5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2220,C5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2221,D5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2222,E5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2223,F5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2224,G5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2225,H5,PCR,2,8,2,FatP6.1,Plate035,,,
RA2226,A6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2227,B6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2228,C6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2229,D6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2230,E6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2231,F6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2232,G6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2233,H6,PCR,2,8,2,FatP6.1,Plate035,,,
RA2234,A7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2235,B7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2236,C7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2237,D7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2238,E7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2239,F7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2240,G7,PCR,2,8,2,FatP6.1,Plate035,,,
