Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2941,A1,PCR,2,8,2,FatP6.1,Positive control ,,,
EMPTY FOR JANET,B1,PCR,2,8,2,FatP6.1,Negative control,,,
RA2942,C1,PCR,2,8,2,FatP6.1,,,,
RA2943,D1,PCR,2,8,2,FatP6.1,,,,
RA2944,E1,PCR,2,8,2,FatP6.1,,,,
RA2945,F1,PCR,2,8,2,FatP6.1,,,,
RA2946,G1,PCR,2,8,2,FatP6.1,,,,
RA2947,H1,PCR,2,8,2,FatP6.1,,,,
RA2948,A2,PCR,2,8,2,FatP6.1,,,,
RA2949,B2,PCR,2,8,2,FatP6.1,,,,
RA2950,C2,PCR,2,8,2,FatP6.1,,,,
RA2951,D2,PCR,2,8,2,FatP6.1,,,,
RA2952,E2,PCR,2,8,2,FatP6.1,,,,
RA2953,F2,PCR,2,8,2,FatP6.1,,,,
RA2954,G2,PCR,2,8,2,FatP6.1,,,,
RA2955,H2,PCR,2,8,2,FatP6.1,,,,
RA2956,A3,PCR,2,8,2,FatP6.1,,,,
RA2957,B3,PCR,2,8,2,FatP6.1,,,,
RA2958,C3,PCR,2,8,2,FatP6.1,,,,
RA2959,D3,PCR,2,8,2,FatP6.1,,,,
RA2960,E3,PCR,2,8,2,FatP6.1,,,,
RA2961,F3,PCR,2,8,2,FatP6.1,,,,
RA2962,G3,PCR,2,8,2,FatP6.1,,,,
RA2963,H3,PCR,2,8,2,FatP6.1,,,,
RA2964,A4,PCR,2,8,2,FatP6.1,,,,
RA2965,B4,PCR,2,8,2,FatP6.1,,,,
RA2966,C4,PCR,2,8,2,FatP6.1,,,,
RA2967,D4,PCR,2,8,2,FatP6.1,,,,
RA2968,E4,PCR,2,8,2,FatP6.1,,,,
RA2969,F4,PCR,2,8,2,FatP6.1,,,,
RA2970,G4,PCR,2,8,2,FatP6.1,,,,
RA2971,H4,PCR,2,8,2,FatP6.1,,,,
RA2972,A5,PCR,2,8,2,FatP6.1,,,,
RA2973,B5,PCR,2,8,2,FatP6.1,,,,
RA2974,C5,PCR,2,8,2,FatP6.1,,,,
RA2975,D5,PCR,2,8,2,FatP6.1,,,,
RA2976,E5,PCR,2,8,2,FatP6.1,,,,
RA2977,F5,PCR,2,8,2,FatP6.1,,,,
RA2978,G5,PCR,2,8,2,FatP6.1,,,,
RA2979,H5,PCR,2,8,2,FatP6.1,,,,
