Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0666,A1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0667,B1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0668,C1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0669,D1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0670,E1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0671,F1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0672,G1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0673,H1,PCR,2,8,2,FatP6.1,Plate019,,,
RA0674,A2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0675,B2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0676,C2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0677,D2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0678,E2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0679,F2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0680,G2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0681,H2,PCR,2,8,2,FatP6.1,Plate019,,,
RA0682,A3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0683,B3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0684,C3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0685,D3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0686,E3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0687,F3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0688,G3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0689,H3,PCR,2,8,2,FatP6.1,Plate019,,,
RA0690,A4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0691,B4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0692,C4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0693,D4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0694,E4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0695,F4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0696,G4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0697,H4,PCR,2,8,2,FatP6.1,Plate019,,,
RA0698,A5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0699,B5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0700,C5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0701,D5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0702,E5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0703,F5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0704,G5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0705,H5,PCR,2,8,2,FatP6.1,Plate019,,,
RA0706,A6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0707,B6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0708,C6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0709,D6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0710,E6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0711,F6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0712,G6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0713,H6,PCR,2,8,2,FatP6.1,Plate019,,,
RA0714,A7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0715,B7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0716,C7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0717,D7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0718,E7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0719,F7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0720,G7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0721,H7,PCR,2,8,2,FatP6.1,Plate019,,,
RA0722,A8,PCR,2,8,2,FatP6.1,Plate019,,,
RA0723,B8,PCR,2,8,2,FatP6.1,Plate019,,,
RA0724,C8,PCR,2,8,2,FatP6.1,Plate019,,,
RA0725,D8,PCR,2,8,2,FatP6.1,Plate019,,,
