Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1901,A1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1902,B1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1903,C1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1904,D1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1905,E1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1906,F1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1907,G1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1908,H1,PCR,2,8,2,FatP6.1,Plate032,,,
RA1909,A2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1910,B2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1911,C2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1912,D2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1913,E2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1914,F2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1915,G2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1916,H2,PCR,2,8,2,FatP6.1,Plate032,,,
RA1917,A3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1918,B3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1919,C3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1920,D3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1921,E3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1922,F3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1923,G3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1924,H3,PCR,2,8,2,FatP6.1,Plate032,,,
RA1925,A4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1926,B4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1927,C4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1928,D4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1929,E4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1930,F4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1931,G4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1932,H4,PCR,2,8,2,FatP6.1,Plate032,,,
RA1933,A5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1934,B5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1935,C5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1936,D5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1937,E5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1938,F5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1939,G5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1940,H5,PCR,2,8,2,FatP6.1,Plate032,,,
RA1941,A6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1942,B6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1943,C6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1944,D6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1945,E6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1946,F6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1947,G6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1948,H6,PCR,2,8,2,FatP6.1,Plate032,,,
RA1949,A7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1950,B7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1951,C7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1952,D7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1953,E7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1954,F7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1955,G7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1956,H7,PCR,2,8,2,FatP6.1,Plate032,,,
RA1957,A8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1958,B8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1959,C8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1960,D8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1961,E8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1962,F8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1963,G8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1964,H8,PCR,2,8,2,FatP6.1,Plate032,,,
RA1965,A9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1966,B9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1967,C9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1968,D9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1969,E9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1970,F9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1971,G9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1972,H9,PCR,2,8,2,FatP6.1,Plate032,,,
RA1973,A10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1974,B10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1975,C10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1976,D10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1977,E10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1978,F10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1979,G10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1980,H10,PCR,2,8,2,FatP6.1,Plate032,,,
RA1981,A11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1982,B11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1983,C11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1984,D11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1985,E11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1986,F11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1987,G11,PCR,2,8,2,FatP6.1,Plate032,,,
RA1988,H11,PCR,2,8,2,FatP6.1,Plate032,,,
