Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0856,A1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0857,B1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0858,C1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0859,D1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0860,E1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0861,F1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0862,G1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0863,H1,PCR,2,8,2,FatP6.1,Plate021,,,
RA0864,A2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0865,B2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0866,C2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0867,D2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0868,E2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0869,F2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0870,G2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0871,H2,PCR,2,8,2,FatP6.1,Plate021,,,
RA0872,A3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0873,B3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0874,C3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0875,D3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0876,E3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0877,F3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0878,G3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0879,H3,PCR,2,8,2,FatP6.1,Plate021,,,
RA0880,A4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0881,B4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0882,C4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0883,D4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0884,E4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0885,F4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0886,G4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0887,H4,PCR,2,8,2,FatP6.1,Plate021,,,
RA0888,A5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0889,B5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0890,C5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0891,D5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0892,E5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0893,F5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0894,G5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0895,H5,PCR,2,8,2,FatP6.1,Plate021,,,
RA0896,A6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0897,B6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0898,C6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0899,D6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0900,E6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0901,F6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0902,G6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0903,H6,PCR,2,8,2,FatP6.1,Plate021,,,
RA0904,A7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0905,B7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0906,C7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0907,D7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0908,E7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0909,F7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0910,G7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0911,H7,PCR,2,8,2,FatP6.1,Plate021,,,
RA0912,A8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0913,B8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0914,C8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0915,D8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0916,E8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0917,F8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0918,G8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0919,H8,PCR,2,8,2,FatP6.1,Plate021,,,
RA0920,A9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0921,B9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0922,C9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0923,D9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0924,E9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0925,F9,PCR,2,8,2,FatP6.1,Plate021,,,
