Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0001,A1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0002,B1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0003,C1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0004,D1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0005,E1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0006,F1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0007,G1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0008,H1,PCR,2,8,2,FatP6.1,Plate016,,,
RA0009,A2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0010,B2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0011,C2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0012,D2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0013,E2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0014,F2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0015,G2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0016,H2,PCR,2,8,2,FatP6.1,Plate016,,,
RA0017,A3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0018,B3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0019,C3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0020,D3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0021,E3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0022,F3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0023,G3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0024,H3,PCR,2,8,2,FatP6.1,Plate016,,,
RA0025,A4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0026,B4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0027,C4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0028,D4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0029,E4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0030,F4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0031,G4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0032,H4,PCR,2,8,2,FatP6.1,Plate016,,,
RA0033,A5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0034,B5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0035,C5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0036,D5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0037,E5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0038,F5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0039,G5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0040,H5,PCR,2,8,2,FatP6.1,Plate016,,,
RA0041,A6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0042,B6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0043,C6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0044,D6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0045,E6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0046,F6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0047,G6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0048,H6,PCR,2,8,2,FatP6.1,Plate016,,,
RA0049,A7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0050,B7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0051,C7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0052,D7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0053,E7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0054,F7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0055,G7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0056,H7,PCR,2,8,2,FatP6.1,Plate016,,,
RA0057,A8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0058,B8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0059,C8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0060,D8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0061,E8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0062,F8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0063,G8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0064,H8,PCR,2,8,2,FatP6.1,Plate016,,,
RA0065,A9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0066,B9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0067,C9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0068,D9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0069,E9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0070,F9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0071,G9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0072,H9,PCR,2,8,2,FatP6.1,Plate016,,,
RA0073,A10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0074,B10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0075,C10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0076,D10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0077,E10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0078,F10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0079,G10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0080,H10,PCR,2,8,2,FatP6.1,Plate016,,,
RA0081,A11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0082,B11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0083,C11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0084,D11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0085,E11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0086,F11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0087,G11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0088,H11,PCR,2,8,2,FatP6.1,Plate016,,,
RA0089,A12,PCR,2,8,2,FatP6.1,Plate016,,,
RA0090,B12,PCR,2,8,2,FatP6.1,Plate016,,,
RA0091,C12,PCR,2,8,2,FatP6.1,Plate016,,,
RA0092,D12,PCR,2,8,2,FatP6.1,Plate016,,,
RA0093,E12,PCR,2,8,2,FatP6.1,Plate016,,,
RA0094,F12,PCR,2,8,2,FatP6.1,Plate016,,,
EMPTY FOR JANET,G12,PCR,2,8,2,FatP6.1,Plate016,,,
RA0095,H12,PCR,2,8,2,FatP6.1,Plate016,,,
