Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0571,A1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0572,B1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0573,C1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0574,D1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0575,E1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0576,F1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0577,G1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0578,H1,PCR,2,8,2,FatP6.1,Plate018,,,
RA0579,A2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0580,B2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0581,C2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0582,D2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0583,E2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0584,F2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0585,G2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0586,H2,PCR,2,8,2,FatP6.1,Plate018,,,
RA0587,A3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0588,B3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0589,C3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0590,D3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0591,E3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0592,F3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0593,G3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0594,H3,PCR,2,8,2,FatP6.1,Plate018,,,
RA0595,A4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0596,B4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0597,C4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0598,D4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0599,E4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0600,F4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0601,G4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0602,H4,PCR,2,8,2,FatP6.1,Plate018,,,
RA0603,A5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0604,B5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0605,C5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0606,D5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0607,E5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0608,F5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0609,G5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0610,H5,PCR,2,8,2,FatP6.1,Plate018,,,
RA0611,A6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0612,B6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0613,C6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0614,D6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0615,E6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0616,F6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0617,G6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0618,H6,PCR,2,8,2,FatP6.1,Plate018,,,
RA0619,A7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0620,B7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0621,C7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0622,D7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0623,E7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0624,F7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0625,G7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0626,H7,PCR,2,8,2,FatP6.1,Plate018,,,
RA0627,A8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0628,B8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0629,C8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0630,D8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0631,E8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0632,F8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0633,G8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0634,H8,PCR,2,8,2,FatP6.1,Plate018,,,
RA0635,A9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0636,B9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0637,C9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0638,D9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0639,E9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0640,F9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0641,G9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0642,H9,PCR,2,8,2,FatP6.1,Plate018,,,
RA0643,A10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0644,B10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0645,C10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0646,D10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0647,E10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0648,F10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0649,G10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0650,H10,PCR,2,8,2,FatP6.1,Plate018,,,
RA0651,A11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0652,B11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0653,C11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0654,D11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0655,E11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0656,F11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0657,G11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0658,H11,PCR,2,8,2,FatP6.1,Plate018,,,
RA0659,A12,PCR,2,8,2,FatP6.1,Plate018,,,
RA0660,B12,PCR,2,8,2,FatP6.1,Plate018,,,
RA0661,C12,PCR,2,8,2,FatP6.1,Plate018,,,
RA0662,D12,PCR,2,8,2,FatP6.1,Plate018,,,
EMPTY FOR JANET,E12,PCR,2,8,2,FatP6.1,Plate018,,,
RA0663,F12,PCR,2,8,2,FatP6.1,Plate018,,,
RA0664,G12,PCR,2,8,2,FatP6.1,Plate018,,,
RA0665,H12,PCR,2,8,2,FatP6.1,Plate018,,,
