Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0191,A1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0192,B1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0193,C1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0194,D1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0195,E1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0196,F1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0197,G1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0198,H1,PCR,2,8,2,FatP6.1,Plate012,,,
RA0199,A2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0200,B2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0201,C2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0202,D2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0203,E2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0204,F2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0205,G2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0206,H2,PCR,2,8,2,FatP6.1,Plate012,,,
RA0207,A3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0208,B3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0209,C3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0210,D3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0211,E3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0212,F3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0213,G3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0214,H3,PCR,2,8,2,FatP6.1,Plate012,,,
RA0215,A4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0216,B4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0217,C4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0218,D4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0219,E4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0220,F4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0221,G4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0222,H4,PCR,2,8,2,FatP6.1,Plate012,,,
RA0223,A5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0224,B5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0225,C5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0226,D5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0227,E5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0228,F5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0229,G5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0230,H5,PCR,2,8,2,FatP6.1,Plate012,,,
RA0231,A6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0232,B6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0233,C6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0234,D6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0235,E6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0236,F6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0237,G6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0238,H6,PCR,2,8,2,FatP6.1,Plate012,,,
RA0239,A7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0240,B7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0241,C7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0242,D7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0243,E7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0244,F7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0245,G7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0246,H7,PCR,2,8,2,FatP6.1,Plate012,,,
RA0247,A8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0248,B8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0249,C8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0250,D8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0251,E8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0252,F8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0253,G8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0254,H8,PCR,2,8,2,FatP6.1,Plate012,,,
RA0255,A9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0256,B9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0257,C9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0258,D9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0259,E9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0260,F9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0261,G9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0262,H9,PCR,2,8,2,FatP6.1,Plate012,,,
RA0263,A10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0264,B10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0265,C10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0266,D10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0267,E10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0268,F10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0269,G10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0270,H10,PCR,2,8,2,FatP6.1,Plate012,,,
RA0271,A11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0272,B11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0273,C11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0274,D11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0275,E11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0276,F11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0277,G11,PCR,2,8,2,FatP6.1,Plate012,,,
RA0278,H11,PCR,2,8,2,FatP6.1,Plate012,,,
EMPTY FOR JANET,A12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0279,B12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0280,C12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0281,D12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0282,E12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0283,F12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0284,G12,PCR,2,8,2,FatP6.1,Plate012,,,
RA0285,H12,PCR,2,8,2,FatP6.1,Plate012,,,
