Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0761,A1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0762,B1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0763,C1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0764,D1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0765,E1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0766,F1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0767,G1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0768,H1,PCR,2,8,2,FatP6.1,Plate020,,,
RA0769,A2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0770,B2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0771,C2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0772,D2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0773,E2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0774,F2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0775,G2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0776,H2,PCR,2,8,2,FatP6.1,Plate020,,,
RA0777,A3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0778,B3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0779,C3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0780,D3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0781,E3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0782,F3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0783,G3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0784,H3,PCR,2,8,2,FatP6.1,Plate020,,,
RA0785,A4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0786,B4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0787,C4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0788,D4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0789,E4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0790,F4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0791,G4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0792,H4,PCR,2,8,2,FatP6.1,Plate020,,,
RA0793,A5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0794,B5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0795,C5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0796,D5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0797,E5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0798,F5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0799,G5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0800,H5,PCR,2,8,2,FatP6.1,Plate020,,,
RA0801,A6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0802,B6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0803,C6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0804,D6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0805,E6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0806,F6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0807,G6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0808,H6,PCR,2,8,2,FatP6.1,Plate020,,,
RA0809,A7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0810,B7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0811,C7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0812,D7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0813,E7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0814,F7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0815,G7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0816,H7,PCR,2,8,2,FatP6.1,Plate020,,,
RA0817,A8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0818,B8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0819,C8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0820,D8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0821,E8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0822,F8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0823,G8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0824,H8,PCR,2,8,2,FatP6.1,Plate020,,,
RA0825,A9,PCR,2,8,2,FatP6.1,Plate020,,,
