Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0286,A1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0287,B1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0288,C1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0289,D1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0290,E1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0291,F1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0292,G1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0293,H1,PCR,2,8,2,FatP6.1,Plate013,,,
RA0294,A2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0295,B2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0296,C2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0297,D2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0298,E2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0299,F2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0300,G2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0301,H2,PCR,2,8,2,FatP6.1,Plate013,,,
RA0302,A3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0303,B3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0304,C3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0305,D3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0306,E3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0307,F3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0308,G3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0309,H3,PCR,2,8,2,FatP6.1,Plate013,,,
RA0310,A4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0311,B4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0312,C4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0313,D4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0314,E4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0315,F4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0316,G4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0317,H4,PCR,2,8,2,FatP6.1,Plate013,,,
RA0318,A5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0319,B5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0320,C5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0321,D5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0322,E5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0323,F5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0324,G5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0325,H5,PCR,2,8,2,FatP6.1,Plate013,,,
RA0326,A6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0327,B6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0328,C6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0329,D6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0330,E6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0331,F6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0332,G6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0333,H6,PCR,2,8,2,FatP6.1,Plate013,,,
RA0334,A7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0335,B7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0336,C7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0337,D7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0338,E7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0339,F7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0340,G7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0341,H7,PCR,2,8,2,FatP6.1,Plate013,,,
RA0342,A8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0343,B8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0344,C8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0345,D8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0346,E8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0347,F8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0348,G8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0349,H8,PCR,2,8,2,FatP6.1,Plate013,,,
RA0350,A9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0351,B9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0352,C9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0353,D9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0354,E9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0355,F9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0356,G9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0357,H9,PCR,2,8,2,FatP6.1,Plate013,,,
RA0358,A10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0359,B10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0360,C10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0361,D10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0362,E10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0363,F10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0364,G10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0365,H10,PCR,2,8,2,FatP6.1,Plate013,,,
RA0366,A11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0367,B11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0368,C11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0369,D11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0370,E11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0371,F11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0372,G11,PCR,2,8,2,FatP6.1,Plate013,,,
RA0373,H11,PCR,2,8,2,FatP6.1,Plate013,,,
EMPTY FOR JANET,A12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0374,B12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0375,C12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0376,D12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0377,E12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0378,F12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0379,G12,PCR,2,8,2,FatP6.1,Plate013,,,
RA0380,H12,PCR,2,8,2,FatP6.1,Plate013,,,
