Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2656,A1,PCR,2,8,2,FatP6.1,,,,
RA2657,B1,PCR,2,8,2,FatP6.1,,,,
RA2658,C1,PCR,2,8,2,FatP6.1,,,,
RA2659,D1,PCR,2,8,2,FatP6.1,,,,
RA2660,E1,PCR,2,8,2,FatP6.1,,,,
RA2661,F1,PCR,2,8,2,FatP6.1,,,,
RA2662,G1,PCR,2,8,2,FatP6.1,,,,
RA2663,H1,PCR,2,8,2,FatP6.1,,,,
RA2664,A2,PCR,2,8,2,FatP6.1,,,,
RA2665,B2,PCR,2,8,2,FatP6.1,,,,
RA2666,C2,PCR,2,8,2,FatP6.1,,,,
RA2667,D2,PCR,2,8,2,FatP6.1,,,,
RA2668,E2,PCR,2,8,2,FatP6.1,,,,
RA2669,F2,PCR,2,8,2,FatP6.1,,,,
RA2670,G2,PCR,2,8,2,FatP6.1,,,,
RA2671,H2,PCR,2,8,2,FatP6.1,,,,
RA2672,A3,PCR,2,8,2,FatP6.1,,,,
RA2673,B3,PCR,2,8,2,FatP6.1,,,,
RA2674,C3,PCR,2,8,2,FatP6.1,,,,
RA2675,D3,PCR,2,8,2,FatP6.1,,,,
RA2676,E3,PCR,2,8,2,FatP6.1,,,,
RA2677,F3,PCR,2,8,2,FatP6.1,,,,
RA2678,G3,PCR,2,8,2,FatP6.1,,,,
RA2679,H3,PCR,2,8,2,FatP6.1,,,,
RA2680,A4,PCR,2,8,2,FatP6.1,,,,
RA2681,B4,PCR,2,8,2,FatP6.1,,,,
RA2682,C4,PCR,2,8,2,FatP6.1,,,,
RA2683,D4,PCR,2,8,2,FatP6.1,,,,
RA2684,E4,PCR,2,8,2,FatP6.1,,,,
RA2685,F4,PCR,2,8,2,FatP6.1,,,,
RA2686,G4,PCR,2,8,2,FatP6.1,,,,
RA2687,H4,PCR,2,8,2,FatP6.1,,,,
RA2688,A5,PCR,2,8,2,FatP6.1,,,,
RA2689,B5,PCR,2,8,2,FatP6.1,,,,
RA2690,C5,PCR,2,8,2,FatP6.1,,,,
RA2691,D5,PCR,2,8,2,FatP6.1,,,,
RA2692,E5,PCR,2,8,2,FatP6.1,,,,
RA2693,F5,PCR,2,8,2,FatP6.1,,,,
RA2694,G5,PCR,2,8,2,FatP6.1,,,,
