Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2751,A1,PCR,2,8,2,FatP6.1,,,,
RA2752,B1,PCR,2,8,2,FatP6.1,,,,
RA2753,C1,PCR,2,8,2,FatP6.1,,,,
RA2754,D1,PCR,2,8,2,FatP6.1,,,,
RA2755,E1,PCR,2,8,2,FatP6.1,,,,
RA2756,F1,PCR,2,8,2,FatP6.1,,,,
RA2757,G1,PCR,2,8,2,FatP6.1,,,,
RA2758,H1,PCR,2,8,2,FatP6.1,,,,
RA2759,A2,PCR,2,8,2,FatP6.1,,,,
RA2760,B2,PCR,2,8,2,FatP6.1,,,,
RA2761,C2,PCR,2,8,2,FatP6.1,,,,
RA2762,D2,PCR,2,8,2,FatP6.1,,,,
RA2763,E2,PCR,2,8,2,FatP6.1,,,,
RA2764,F2,PCR,2,8,2,FatP6.1,,,,
RA2765,G2,PCR,2,8,2,FatP6.1,,,,
RA2766,H2,PCR,2,8,2,FatP6.1,,,,
RA2767,A3,PCR,2,8,2,FatP6.1,,,,
RA2768,B3,PCR,2,8,2,FatP6.1,,,,
RA2769,C3,PCR,2,8,2,FatP6.1,,,,
RA2770,D3,PCR,2,8,2,FatP6.1,,,,
RA2771,E3,PCR,2,8,2,FatP6.1,,,,
RA2772,F3,PCR,2,8,2,FatP6.1,,,,
RA2773,G3,PCR,2,8,2,FatP6.1,,,,
RA2774,H3,PCR,2,8,2,FatP6.1,,,,
RA2775,A4,PCR,2,8,2,FatP6.1,,,,
RA2776,B4,PCR,2,8,2,FatP6.1,,,,
RA2777,C4,PCR,2,8,2,FatP6.1,,,,
RA2778,D4,PCR,2,8,2,FatP6.1,,,,
RA2779,E4,PCR,2,8,2,FatP6.1,,,,
RA2780,F4,PCR,2,8,2,FatP6.1,,,,
RA2781,G4,PCR,2,8,2,FatP6.1,,,,
RA2782,H4,PCR,2,8,2,FatP6.1,,,,
RA2783,A5,PCR,2,8,2,FatP6.1,,,,
RA2784,B5,PCR,2,8,2,FatP6.1,,,,
RA2785,C5,PCR,2,8,2,FatP6.1,,,,
RA2786,D5,PCR,2,8,2,FatP6.1,,,,
RA2787,E5,PCR,2,8,2,FatP6.1,,,,
RA2788,F5,PCR,2,8,2,FatP6.1,,,,
RA2789,G5,PCR,2,8,2,FatP6.1,,,,
RA2790,H5,PCR,2,8,2,FatP6.1,,,,
RA2791,A6,PCR,2,8,2,FatP6.1,,,,
RA2792,B6,PCR,2,8,2,FatP6.1,,,,
RA2793,C6,PCR,2,8,2,FatP6.1,,,,
RA2794,D6,PCR,2,8,2,FatP6.1,,,,
RA2795,E6,PCR,2,8,2,FatP6.1,,,,
RA2796,F6,PCR,2,8,2,FatP6.1,,,,
RA2797,G6,PCR,2,8,2,FatP6.1,,,,
RA2798,H6,PCR,2,8,2,FatP6.1,,,,
RA2799,A7,PCR,2,8,2,FatP6.1,,,,
RA2800,B7,PCR,2,8,2,FatP6.1,,,,
RA2801,C7,PCR,2,8,2,FatP6.1,,,,
RA2802,D7,PCR,2,8,2,FatP6.1,,,,
RA2803,E7,PCR,2,8,2,FatP6.1,,,,
RA2804,F7,PCR,2,8,2,FatP6.1,,,,
RA2805,G7,PCR,2,8,2,FatP6.1,,,,
RA2806,H7,PCR,2,8,2,FatP6.1,,,,
RA2807,A8,PCR,2,8,2,FatP6.1,,,,
RA2808,B8,PCR,2,8,2,FatP6.1,,,,
RA2809,C8,PCR,2,8,2,FatP6.1,,,,
RA2810,D8,PCR,2,8,2,FatP6.1,,,,
RA2811,E8,PCR,2,8,2,FatP6.1,,,,
RA2812,F8,PCR,2,8,2,FatP6.1,,,,
RA2813,G8,PCR,2,8,2,FatP6.1,,,,
RA2814,H8,PCR,2,8,2,FatP6.1,,,,
RA2815,A9,PCR,2,8,2,FatP6.1,,,,
RA2816,B9,PCR,2,8,2,FatP6.1,,,,
RA2817,C9,PCR,2,8,2,FatP6.1,,,,
RA2818,D9,PCR,2,8,2,FatP6.1,,,,
RA2819,E9,PCR,2,8,2,FatP6.1,,,,
RA2820,F9,PCR,2,8,2,FatP6.1,,,,
RA2821,G9,PCR,2,8,2,FatP6.1,,,,
RA2822,H9,PCR,2,8,2,FatP6.1,,,,
RA2823,A10,PCR,2,8,2,FatP6.1,,,,
RA2824,B10,PCR,2,8,2,FatP6.1,,,,
RA2825,C10,PCR,2,8,2,FatP6.1,,,,
RA2826,D10,PCR,2,8,2,FatP6.1,,,,
RA2827,E10,PCR,2,8,2,FatP6.1,,,,
RA2828,F10,PCR,2,8,2,FatP6.1,,,,
RA2829,G10,PCR,2,8,2,FatP6.1,,,,
RA2830,H10,PCR,2,8,2,FatP6.1,,,,
RA2831,A11,PCR,2,8,2,FatP6.1,,,,
RA2832,B11,PCR,2,8,2,FatP6.1,,,,
RA2833,C11,PCR,2,8,2,FatP6.1,,,,
RA2834,D11,PCR,2,8,2,FatP6.1,,,,
RA2835,E11,PCR,2,8,2,FatP6.1,,,,
RA2836,F11,PCR,2,8,2,FatP6.1,,,,
RA2837,G11,PCR,2,8,2,FatP6.1,,,,
RA2838,H11,PCR,2,8,2,FatP6.1,,,,
RA2839,A12,PCR,2,8,2,FatP6.1,,,,
RA2840,B12,PCR,2,8,2,FatP6.1,,,,
RA2841,C12,PCR,2,8,2,FatP6.1,,,,
RA2842,D12,PCR,2,8,2,FatP6.1,,,,
RA2843,E12,PCR,2,8,2,FatP6.1,,,,
