Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1426,A1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1427,B1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1428,C1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1429,D1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1430,E1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1431,F1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1432,G1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1433,H1,PCR,2,8,2,FatP6.1,Plate027,,,
RA1434,A2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1435,B2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1436,C2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1437,D2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1438,E2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1439,F2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1440,G2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1441,H2,PCR,2,8,2,FatP6.1,Plate027,,,
RA1442,A3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1443,B3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1444,C3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1445,D3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1446,E3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1447,F3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1448,G3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1449,H3,PCR,2,8,2,FatP6.1,Plate027,,,
RA1450,A4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1451,B4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1452,C4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1453,D4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1454,E4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1455,F4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1456,G4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1457,H4,PCR,2,8,2,FatP6.1,Plate027,,,
RA1458,A5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1459,B5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1460,C5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1461,D5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1462,E5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1463,F5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1464,G5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1465,H5,PCR,2,8,2,FatP6.1,Plate027,,,
RA1466,A6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1467,B6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1468,C6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1469,D6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1470,E6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1471,F6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1472,G6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1473,H6,PCR,2,8,2,FatP6.1,Plate027,,,
RA1474,A7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1475,B7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1476,C7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1477,D7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1478,E7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1479,F7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1480,G7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1481,H7,PCR,2,8,2,FatP6.1,Plate027,,,
RA1482,A8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1483,B8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1484,C8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1485,D8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1486,E8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1487,F8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1488,G8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1489,H8,PCR,2,8,2,FatP6.1,Plate027,,,
RA1490,A9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1491,B9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1492,C9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1493,D9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1494,E9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1495,F9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1496,G9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1497,H9,PCR,2,8,2,FatP6.1,Plate027,,,
RA1498,A10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1499,B10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1500,C10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1501,D10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1502,E10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1503,F10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1504,G10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1505,H10,PCR,2,8,2,FatP6.1,Plate027,,,
RA1506,A11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1507,B11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1508,C11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1509,D11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1510,E11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1511,F11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1512,G11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1513,H11,PCR,2,8,2,FatP6.1,Plate027,,,
RA1514,A12,PCR,2,8,2,FatP6.1,Plate027,,,
RA1515,B12,PCR,2,8,2,FatP6.1,Plate027,,,
RA1516,C12,PCR,2,8,2,FatP6.1,Plate027,,,
RA1517,D12,PCR,2,8,2,FatP6.1,Plate027,,,
RA1518,E12,PCR,2,8,2,FatP6.1,Plate027,,,
RA1519,F12,PCR,2,8,2,FatP6.1,Plate027,,,
RA1520,G12,PCR,2,8,2,FatP6.1,Plate027,Positive control H2,,
EMPTY FOR JANET,H12,PCR,2,8,2,FatP6.1,Plate027,Negative control,,
