Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2471,A1,PCR,2,8,2,FatP6.1,Plate038,,,
RA2472,B1,PCR,2,8,2,FatP6.1,Plate038,,,
RA2473,C1,PCR,2,8,2,FatP6.1,Plate038,,,
RA2474,D1,PCR,2,8,2,FatP6.1,Plate038,,,
RA2475,E1,PCR,2,8,2,FatP6.1,Plate038,Positive control H2,,
EMPTY FOR JANET,F1,PCR,2,8,2,FatP6.1,Plate038,Negative control,,
RA2476,G1,PCR,2,8,2,FatP6.1,Plate038,,,
RA2477,H1,PCR,2,8,2,FatP6.1,Plate038,,,
RA2478,A2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2479,B2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2480,C2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2481,D2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2482,E2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2483,F2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2484,G2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2485,H2,PCR,2,8,2,FatP6.1,Plate038,,,
RA2486,A3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2487,B3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2488,C3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2489,D3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2490,E3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2491,F3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2492,G3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2493,H3,PCR,2,8,2,FatP6.1,Plate038,,,
RA2494,A4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2495,B4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2496,C4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2497,D4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2498,E4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2499,F4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2500,G4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2501,H4,PCR,2,8,2,FatP6.1,Plate038,,,
RA2502,A5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2503,B5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2504,C5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2505,D5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2506,E5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2507,F5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2508,G5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2509,H5,PCR,2,8,2,FatP6.1,Plate038,,,
RA2510,A6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2511,B6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2512,C6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2513,D6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2514,E6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2515,F6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2516,G6,PCR,2,8,2,FatP6.1,Plate038,,,
RA2517,H6,PCR,2,8,2,FatP6.1,Plate038,,,
