Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2561,A1,PCR,2,8,2,FatP6.1,,,,
RA2562,B1,PCR,2,8,2,FatP6.1,,,,
RA2563,C1,PCR,2,8,2,FatP6.1,,,,
RA2564,D1,PCR,2,8,2,FatP6.1,,,,
RA2565,E1,PCR,2,8,2,FatP6.1,,,,
RA2566,F1,PCR,2,8,2,FatP6.1,,,,
RA2567,G1,PCR,2,8,2,FatP6.1,,,,
RA2568,H1,PCR,2,8,2,FatP6.1,,,,
RA2569,A2,PCR,2,8,2,FatP6.1,,,,
RA2570,B2,PCR,2,8,2,FatP6.1,,,,
RA2571,C2,PCR,2,8,2,FatP6.1,,,,
RA2572,D2,PCR,2,8,2,FatP6.1,,,,
RA2573,E2,PCR,2,8,2,FatP6.1,,,,
RA2574,F2,PCR,2,8,2,FatP6.1,,,,
RA2575,G2,PCR,2,8,2,FatP6.1,,,,
RA2576,H2,PCR,2,8,2,FatP6.1,,,,
RA2577,A3,PCR,2,8,2,FatP6.1,,,,
RA2578,B3,PCR,2,8,2,FatP6.1,,,,
RA2579,C3,PCR,2,8,2,FatP6.1,,,,
RA2580,D3,PCR,2,8,2,FatP6.1,,,,
RA2581,E3,PCR,2,8,2,FatP6.1,,,,
RA2582,F3,PCR,2,8,2,FatP6.1,,,,
RA2583,G3,PCR,2,8,2,FatP6.1,,,,
RA2584,H3,PCR,2,8,2,FatP6.1,,,,
RA2585,A4,PCR,2,8,2,FatP6.1,,,,
RA2586,B4,PCR,2,8,2,FatP6.1,,,,
RA2587,C4,PCR,2,8,2,FatP6.1,,,,
RA2588,D4,PCR,2,8,2,FatP6.1,,,,
RA2589,E4,PCR,2,8,2,FatP6.1,,,,
RA2590,F4,PCR,2,8,2,FatP6.1,,,,
RA2591,G4,PCR,2,8,2,FatP6.1,,,,
RA2592,H4,PCR,2,8,2,FatP6.1,,,,
RA2593,A5,PCR,2,8,2,FatP6.1,,,,
RA2594,B5,PCR,2,8,2,FatP6.1,,,,
RA2595,C5,PCR,2,8,2,FatP6.1,,,,
RA2596,D5,PCR,2,8,2,FatP6.1,,,,
RA2597,E5,PCR,2,8,2,FatP6.1,,,,
RA2598,F5,PCR,2,8,2,FatP6.1,,,,
RA2599,G5,PCR,2,8,2,FatP6.1,,,,
RA2600,H5,PCR,2,8,2,FatP6.1,,,,
RA2601,A6,PCR,2,8,2,FatP6.1,,,,
RA2602,B6,PCR,2,8,2,FatP6.1,,,,
RA2603,C6,PCR,2,8,2,FatP6.1,,,,
RA2604,D6,PCR,2,8,2,FatP6.1,,,,
RA2605,E6,PCR,2,8,2,FatP6.1,,,,
RA2606,F6,PCR,2,8,2,FatP6.1,,,,
RA2607,G6,PCR,2,8,2,FatP6.1,,,,
RA2608,H6,PCR,2,8,2,FatP6.1,,,,
RA2609,A7,PCR,2,8,2,FatP6.1,,,,
RA2610,B7,PCR,2,8,2,FatP6.1,,,,
RA2611,C7,PCR,2,8,2,FatP6.1,,,,
RA2612,D7,PCR,2,8,2,FatP6.1,,,,
RA2613,E7,PCR,2,8,2,FatP6.1,,,,
RA2614,F7,PCR,2,8,2,FatP6.1,,,,
RA2615,G7,PCR,2,8,2,FatP6.1,,,,
RA2616,H7,PCR,2,8,2,FatP6.1,,,,
RA2617,A8,PCR,2,8,2,FatP6.1,,,,
RA2618,B8,PCR,2,8,2,FatP6.1,,,,
