Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2281,A1,PCR,2,8,2,FatP6.1,Plate036,Positive control H2,,
EMPTY FOR JANET,B1,PCR,2,8,2,FatP6.1,Plate036,Negative control,,
RA2282,C1,PCR,2,8,2,FatP6.1,Plate036,,,
RA2283,D1,PCR,2,8,2,FatP6.1,Plate036,,,
RA2284,E1,PCR,2,8,2,FatP6.1,Plate036,,,
RA2285,F1,PCR,2,8,2,FatP6.1,Plate036,,,
RA2286,G1,PCR,2,8,2,FatP6.1,Plate036,,,
RA2287,H1,PCR,2,8,2,FatP6.1,Plate036,,,
RA2288,A2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2289,B2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2290,C2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2291,D2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2292,E2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2293,F2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2294,G2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2295,H2,PCR,2,8,2,FatP6.1,Plate036,,,
RA2296,A3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2297,B3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2298,C3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2299,D3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2300,E3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2301,F3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2302,G3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2303,H3,PCR,2,8,2,FatP6.1,Plate036,,,
RA2304,A4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2305,B4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2306,C4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2307,D4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2308,E4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2309,F4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2310,G4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2311,H4,PCR,2,8,2,FatP6.1,Plate036,,,
RA2312,A5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2313,B5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2314,C5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2315,D5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2316,E5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2317,F5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2318,G5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2319,H5,PCR,2,8,2,FatP6.1,Plate036,,,
RA2320,A6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2321,B6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2322,C6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2323,D6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2324,E6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2325,F6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2326,G6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2327,H6,PCR,2,8,2,FatP6.1,Plate036,,,
RA2328,A7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2329,B7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2330,C7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2331,D7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2332,E7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2333,F7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2334,G7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2335,H7,PCR,2,8,2,FatP6.1,Plate036,,,
RA2336,A8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2337,B8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2338,C8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2339,D8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2340,E8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2341,F8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2342,G8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2343,H8,PCR,2,8,2,FatP6.1,Plate036,,,
RA2344,A9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2345,B9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2346,C9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2347,D9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2348,E9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2349,F9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2350,G9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2351,H9,PCR,2,8,2,FatP6.1,Plate036,,,
RA2352,A10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2353,B10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2354,C10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2355,D10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2356,E10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2357,F10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2358,G10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2359,H10,PCR,2,8,2,FatP6.1,Plate036,,,
RA2360,A11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2361,B11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2362,C11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2363,D11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2364,E11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2365,F11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2366,G11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2367,H11,PCR,2,8,2,FatP6.1,Plate036,,,
RA2368,A12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2369,B12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2370,C12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2371,D12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2372,E12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2373,F12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2374,G12,PCR,2,8,2,FatP6.1,Plate036,,,
RA2375,H12,PCR,2,8,2,FatP6.1,Plate036,,,
