Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1806,A1,PCR,2,8,2,FatP6.1,Plate031,,,
RA1807,B1,PCR,2,8,2,FatP6.1,Plate031,,,
RA1808,C1,PCR,2,8,2,FatP6.1,Plate031,,,
RA1809,D1,PCR,2,8,2,FatP6.1,Plate031,,,
RA1810,E1,PCR,2,8,2,FatP6.1,Plate031,,,
RA1811,F1,PCR,2,8,2,FatP6.1,Plate031,,,
RA1812,G1,PCR,2,8,2,FatP6.1,Plate031,Positive control H2,,
EMPTY FOR JANET,H1,PCR,2,8,2,FatP6.1,Plate031,Negative control,,
RA1813,A2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1814,B2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1815,C2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1816,D2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1817,E2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1818,F2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1819,G2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1820,H2,PCR,2,8,2,FatP6.1,Plate031,,,
RA1821,A3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1822,B3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1823,C3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1824,D3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1825,E3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1826,F3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1827,G3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1828,H3,PCR,2,8,2,FatP6.1,Plate031,,,
RA1829,A4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1830,B4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1831,C4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1832,D4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1833,E4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1834,F4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1835,G4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1836,H4,PCR,2,8,2,FatP6.1,Plate031,,,
RA1837,A5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1838,B5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1839,C5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1840,D5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1841,E5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1842,F5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1843,G5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1844,H5,PCR,2,8,2,FatP6.1,Plate031,,,
RA1845,A6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1846,B6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1847,C6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1848,D6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1849,E6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1850,F6,PCR,2,8,2,FatP6.1,Plate031,,,
