Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2376,A1,PCR,2,8,2,FatP6.1,Plate037,,,
RA2377,B1,PCR,2,8,2,FatP6.1,Plate037,,,
RA2378,C1,PCR,2,8,2,FatP6.1,Plate037,Positive control H2,,
EMPTY FOR JANET,D1,PCR,2,8,2,FatP6.1,Plate037,Negative control,,
RA2379,E1,PCR,2,8,2,FatP6.1,Plate037,,,
RA2380,F1,PCR,2,8,2,FatP6.1,Plate037,,,
RA2381,G1,PCR,2,8,2,FatP6.1,Plate037,,,
RA2382,H1,PCR,2,8,2,FatP6.1,Plate037,,,
RA2383,A2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2384,B2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2385,C2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2386,D2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2387,E2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2388,F2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2389,G2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2390,H2,PCR,2,8,2,FatP6.1,Plate037,,,
RA2391,A3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2392,B3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2393,C3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2394,D3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2395,E3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2396,F3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2397,G3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2398,H3,PCR,2,8,2,FatP6.1,Plate037,,,
RA2399,A4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2400,B4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2401,C4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2402,D4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2403,E4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2404,F4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2405,G4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2406,H4,PCR,2,8,2,FatP6.1,Plate037,,,
RA2407,A5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2408,B5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2409,C5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2410,D5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2411,E5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2412,F5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2413,G5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2414,H5,PCR,2,8,2,FatP6.1,Plate037,,,
RA2415,A6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2416,B6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2417,C6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2418,D6,PCR,2,8,2,FatP6.1,Plate037,,,
